name,available,base_power,constant_active_power,constant_reactive_power,impedance_active_power,impedance_reactive_power,current_active_power,current_reactive_power,max_constant_active_power,max_constant_reactive_power,max_impedance_active_power,max_impedance_reactive_power,max_current_active_power,max_current_reactive_power
load_70240~P1,true,100.0,13.544999999999998,-0.676,0.0,0.0,0.0,0.0,13.544999999999998,-0.676,0.0,0.0,0.0,0.0
load_70241~P1,true,100.0,37.184,6.436,0.0,0.0,0.0,0.0,37.184,6.436,0.0,0.0,0.0,0.0
load_70241~P2,true,100.0,13.782,1.27,0.0,0.0,0.0,0.0,13.782,1.27,0.0,0.0,0.0,0.0
load_70242~P2,true,100.0,38.51,-4.056,0.0,0.0,0.0,0.0,38.51,-4.056,0.0,0.0,0.0,0.0
load_70242~P1,true,100.0,38.164,15.664,0.0,0.0,0.0,0.0,38.164,15.664,0.0,0.0,0.0,0.0
load_70243~TS,true,100.0,3.32,1.09,0.0,0.0,0.0,0.0,3.32,1.09,0.0,0.0,0.0,0.0
load_70244~P2,true,100.0,31.034,15.227000000000002,0.0,0.0,0.0,0.0,31.034,15.227000000000002,0.0,0.0,0.0,0.0
load_70244~P3,true,100.0,44.472,26.661,0.0,0.0,0.0,0.0,44.472,26.661,0.0,0.0,0.0,0.0
load_70245~TS,true,100.0,9.03,1.42,0.0,0.0,0.0,0.0,9.03,1.42,0.0,0.0,0.0,0.0
load_70246~P2,true,100.0,15.741,6.802,0.0,0.0,0.0,0.0,15.741,6.802,0.0,0.0,0.0,0.0
load_70248~TS,true,100.0,5.66,1.86,0.0,0.0,0.0,0.0,5.66,1.86,0.0,0.0,0.0,0.0
load_70250~WP,true,100.0,1.6650000000000003,0.286,0.0,0.0,0.0,0.0,1.6650000000000003,0.286,0.0,0.0,0.0,0.0
load_70251~P1,true,100.0,28.692,-4.175,0.0,0.0,0.0,0.0,28.692,-4.175,0.0,0.0,0.0,0.0
load_70252~P2,true,100.0,42.857,-3.833,0.0,0.0,0.0,0.0,42.857,-3.833,0.0,0.0,0.0,0.0
load_70257~P1,true,100.0,1.484,0.877,0.0,0.0,0.0,0.0,1.484,0.877,0.0,0.0,0.0,0.0
load_70258~P2,true,100.0,2.348,1.029,0.0,0.0,0.0,0.0,2.348,1.029,0.0,0.0,0.0,0.0
load_70259~P1,true,100.0,29.157,10.436,0.0,0.0,0.0,0.0,29.157,10.436,0.0,0.0,0.0,0.0
load_70259~P2,true,100.0,33.185,8.954,0.0,0.0,0.0,0.0,33.185,8.954,0.0,0.0,0.0,0.0
load_70261~P1,true,100.0,42.59,18.432,0.0,0.0,0.0,0.0,42.59,18.432,0.0,0.0,0.0,0.0
load_70261~P2,true,100.0,25.345000000000002,5.757,0.0,0.0,0.0,0.0,25.345000000000002,5.757,0.0,0.0,0.0,0.0
load_70263~P1,true,100.0,9.481,3.128,0.0,0.0,0.0,0.0,9.481,3.128,0.0,0.0,0.0,0.0
load_70263~P3,true,100.0,28.575,10.845,0.0,0.0,0.0,0.0,28.575,10.845,0.0,0.0,0.0,0.0
load_70263~P2,true,100.0,34.041,13.534000000000002,0.0,0.0,0.0,0.0,34.041,13.534000000000002,0.0,0.0,0.0,0.0
load_70266~P3,true,100.0,37.849,-0.909,0.0,0.0,0.0,0.0,37.849,-0.909,0.0,0.0,0.0,0.0
load_70266~P4,true,100.0,33.055,10.247,0.0,0.0,0.0,0.0,33.055,10.247,0.0,0.0,0.0,0.0
load_70268~GV,true,100.0,18.045,5.931,0.0,0.0,0.0,0.0,18.045,5.931,0.0,0.0,0.0,0.0
load_70269~P1,true,100.0,22.876,6.567,0.0,0.0,0.0,0.0,22.876,6.567,0.0,0.0,0.0,0.0
load_70269~P2,true,100.0,34.28,3.887,0.0,0.0,0.0,0.0,34.28,3.887,0.0,0.0,0.0,0.0
load_70270~WP,true,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
load_70271~AR,true,100.0,3.06,1.0,0.0,0.0,0.0,0.0,3.06,1.0,0.0,0.0,0.0,0.0
load_70275~WP,true,100.0,2.878,-1.541,0.0,0.0,0.0,0.0,2.878,-1.541,0.0,0.0,0.0,0.0
load_70275~TS,true,100.0,2.36,-0.02,0.0,0.0,0.0,0.0,2.36,-0.02,0.0,0.0,0.0,0.0
load_70276~P1,true,100.0,35.612,13.873,0.0,0.0,0.0,0.0,35.612,13.873,0.0,0.0,0.0,0.0
load_70277~P2,true,100.0,37.974,16.424,0.0,0.0,0.0,0.0,37.974,16.424,0.0,0.0,0.0,0.0
load_70278~P2,true,100.0,41.316,15.048,0.0,0.0,0.0,0.0,41.316,15.048,0.0,0.0,0.0,0.0
load_70278~P3,true,100.0,33.242,11.674,0.0,0.0,0.0,0.0,33.242,11.674,0.0,0.0,0.0,0.0
load_70278~P1,true,100.0,34.43,12.239,0.0,0.0,0.0,0.0,34.43,12.239,0.0,0.0,0.0,0.0
load_70279~P1,true,100.0,19.325,8.284,0.0,0.0,0.0,0.0,19.325,8.284,0.0,0.0,0.0,0.0
load_70280~P2,true,100.0,22.444,8.693,0.0,0.0,0.0,0.0,22.444,8.693,0.0,0.0,0.0,0.0
load_70280~NT,true,100.0,-1.2,-0.715,0.0,0.0,0.0,0.0,-1.2,-0.715,0.0,0.0,0.0,0.0
load_70281~P1,true,100.0,2.438,0.055,0.0,0.0,0.0,0.0,2.438,0.055,0.0,0.0,0.0,0.0
load_70281~P2,true,100.0,4.293,0.349,0.0,0.0,0.0,0.0,4.293,0.349,0.0,0.0,0.0,0.0
load_70281~IN,true,100.0,12.0,3.106,0.0,0.0,0.0,0.0,12.0,3.106,0.0,0.0,0.0,0.0
load_70282~P3,true,100.0,34.047,7.042,0.0,0.0,0.0,0.0,34.047,7.042,0.0,0.0,0.0,0.0
load_70283~P1,true,100.0,40.604,13.364999999999998,0.0,0.0,0.0,0.0,40.604,13.364999999999998,0.0,0.0,0.0,0.0
load_70283~P2,true,100.0,37.144,18.751,0.0,0.0,0.0,0.0,37.144,18.751,0.0,0.0,0.0,0.0
load_70284~P2,true,100.0,35.163,-0.8250000000000001,0.0,0.0,0.0,0.0,35.163,-0.8250000000000001,0.0,0.0,0.0,0.0
load_70284~P1,true,100.0,46.369,10.646,0.0,0.0,0.0,0.0,46.369,10.646,0.0,0.0,0.0,0.0
load_70287~IN,true,100.0,32.822,22.457,0.0,0.0,0.0,0.0,32.822,22.457,0.0,0.0,0.0,0.0
load_70288~GW,true,100.0,6.97,1.7469999999999999,0.0,0.0,0.0,0.0,6.97,1.7469999999999999,0.0,0.0,0.0,0.0
load_70289~TS,true,100.0,3.74,0.32,0.0,0.0,0.0,0.0,3.74,0.32,0.0,0.0,0.0,0.0
load_70289~P1,true,100.0,0.319,0.108,0.0,0.0,0.0,0.0,0.319,0.108,0.0,0.0,0.0,0.0
load_70290~P1,true,100.0,43.943,0.095,0.0,0.0,0.0,0.0,43.943,0.095,0.0,0.0,0.0,0.0
load_70290~IN,true,100.0,14.780999999999999,11.455,0.0,0.0,0.0,0.0,14.780999999999999,11.455,0.0,0.0,0.0,0.0
load_70291~P2,true,100.0,30.171,11.38,0.0,0.0,0.0,0.0,30.171,11.38,0.0,0.0,0.0,0.0
load_70291~P1,true,100.0,45.704,18.116,0.0,0.0,0.0,0.0,45.704,18.116,0.0,0.0,0.0,0.0
load_70292~P1,true,100.0,5.49,2.043,0.0,0.0,0.0,0.0,5.49,2.043,0.0,0.0,0.0,0.0
load_70292~NT,true,100.0,-7.942,-2.098,0.0,0.0,0.0,0.0,-7.942,-2.098,0.0,0.0,0.0,0.0
load_70293~WP,true,100.0,4.048,0.461,0.0,0.0,0.0,0.0,4.048,0.461,0.0,0.0,0.0,0.0
load_70295~P1,true,100.0,17.788,3.882,0.0,0.0,0.0,0.0,17.788,3.882,0.0,0.0,0.0,0.0
load_70295~P2,true,100.0,15.264,4.801,0.0,0.0,0.0,0.0,15.264,4.801,0.0,0.0,0.0,0.0
load_70296~P1,true,100.0,1.659,0.603,0.0,0.0,0.0,0.0,1.659,0.603,0.0,0.0,0.0,0.0
load_70296~P2,true,100.0,6.258,2.302,0.0,0.0,0.0,0.0,6.258,2.302,0.0,0.0,0.0,0.0
load_70297~P2,true,100.0,21.689,-3.296,0.0,0.0,0.0,0.0,21.689,-3.296,0.0,0.0,0.0,0.0
load_70297~P1,true,100.0,21.009,-1.813,0.0,0.0,0.0,0.0,21.009,-1.813,0.0,0.0,0.0,0.0
load_70298~P1,true,100.0,19.798,4.976,0.0,0.0,0.0,0.0,19.798,4.976,0.0,0.0,0.0,0.0
load_70298~P2,true,100.0,25.507999999999996,8.15,0.0,0.0,0.0,0.0,25.507999999999996,8.15,0.0,0.0,0.0,0.0
load_70298~P3,true,100.0,26.865,8.734,0.0,0.0,0.0,0.0,26.865,8.734,0.0,0.0,0.0,0.0
load_70299~IN,true,100.0,47.5,15.6,0.0,0.0,0.0,0.0,47.5,15.6,0.0,0.0,0.0,0.0
load_70301~WP,true,100.0,13.695000000000002,1.752,0.0,0.0,0.0,0.0,13.695000000000002,1.752,0.0,0.0,0.0,0.0
load_70303~WP,true,100.0,1.722,0.319,0.0,0.0,0.0,0.0,1.722,0.319,0.0,0.0,0.0,0.0
load_70304~CS,true,100.0,12.5,3.7000000000000006,0.0,0.0,0.0,0.0,12.5,3.7000000000000006,0.0,0.0,0.0,0.0
load_70305~WP,true,100.0,2.67,-0.572,0.0,0.0,0.0,0.0,2.67,-0.572,0.0,0.0,0.0,0.0
load_70306~WP,true,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
load_70307~TS,true,100.0,35.48,11.52,0.0,0.0,0.0,0.0,35.48,11.52,0.0,0.0,0.0,0.0
load_70309~HC,true,100.0,4.09,-0.369,0.0,0.0,0.0,0.0,4.09,-0.369,0.0,0.0,0.0,0.0
load_70309~P1,true,100.0,14.521,6.432,0.0,0.0,0.0,0.0,14.521,6.432,0.0,0.0,0.0,0.0
load_70312~TS,true,100.0,3.3099999999999996,-0.39,0.0,0.0,0.0,0.0,3.3099999999999996,-0.39,0.0,0.0,0.0,0.0
load_70313~IR,true,100.0,55.578,18.268,0.0,0.0,0.0,0.0,55.578,18.268,0.0,0.0,0.0,0.0
load_70316~WP,true,100.0,1.759,0.923,0.0,0.0,0.0,0.0,1.759,0.923,0.0,0.0,0.0,0.0
load_70318~WP,true,100.0,2.753,-0.48,0.0,0.0,0.0,0.0,2.753,-0.48,0.0,0.0,0.0,0.0
load_70319~WP,true,100.0,0.4759999999999999,0.123,0.0,0.0,0.0,0.0,0.4759999999999999,0.123,0.0,0.0,0.0,0.0
load_70321~TS,true,100.0,1.79,0.21,0.0,0.0,0.0,0.0,1.79,0.21,0.0,0.0,0.0,0.0
load_70322~TS,true,100.0,8.71,-2.1,0.0,0.0,0.0,0.0,8.71,-2.1,0.0,0.0,0.0,0.0
load_70323~P3,true,100.0,52.174,6.326999999999999,0.0,0.0,0.0,0.0,52.174,6.326999999999999,0.0,0.0,0.0,0.0
load_70324~P2,true,100.0,25.678,13.764999999999999,0.0,0.0,0.0,0.0,25.678,13.764999999999999,0.0,0.0,0.0,0.0
load_70324~P1,true,100.0,31.562999999999995,5.44,0.0,0.0,0.0,0.0,31.562999999999995,5.44,0.0,0.0,0.0,0.0
load_70324~P3,true,100.0,27.979,13.544,0.0,0.0,0.0,0.0,27.979,13.544,0.0,0.0,0.0,0.0
load_70325~TS,true,100.0,3.01,0.4699999999999999,0.0,0.0,0.0,0.0,3.01,0.4699999999999999,0.0,0.0,0.0,0.0
load_70327~NT,true,100.0,-1.399,0.019,0.0,0.0,0.0,0.0,-1.399,0.019,0.0,0.0,0.0,0.0
load_70327~P1,true,100.0,13.530000000000001,2.068,0.0,0.0,0.0,0.0,13.530000000000001,2.068,0.0,0.0,0.0,0.0
load_70328~IN,true,100.0,0.188,0.154,0.0,0.0,0.0,0.0,0.188,0.154,0.0,0.0,0.0,0.0
load_70329~WP,true,100.0,0.415,-0.415,0.0,0.0,0.0,0.0,0.415,-0.415,0.0,0.0,0.0,0.0
load_70329~TS,true,100.0,0.63,0.16,0.0,0.0,0.0,0.0,0.63,0.16,0.0,0.0,0.0,0.0
load_70330~WP,true,100.0,30.734,4.364,0.0,0.0,0.0,0.0,30.734,4.364,0.0,0.0,0.0,0.0
load_70331~P1,true,100.0,39.327,-0.528,0.0,0.0,0.0,0.0,39.327,-0.528,0.0,0.0,0.0,0.0
load_70331~P2,true,100.0,37.493,18.889,0.0,0.0,0.0,0.0,37.493,18.889,0.0,0.0,0.0,0.0
load_70332~WP,true,100.0,11.149,1.974,0.0,0.0,0.0,0.0,11.149,1.974,0.0,0.0,0.0,0.0
load_70333~TS,true,100.0,2.05,0.44,0.0,0.0,0.0,0.0,2.05,0.44,0.0,0.0,0.0,0.0
load_70335~TS,true,100.0,11.21,3.6799999999999997,0.0,0.0,0.0,0.0,11.21,3.6799999999999997,0.0,0.0,0.0,0.0
load_70338~WP,true,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
load_70339~WP,true,100.0,26.649,4.788,0.0,0.0,0.0,0.0,26.649,4.788,0.0,0.0,0.0,0.0
load_70340~P1,true,100.0,32.561,-0.951,0.0,0.0,0.0,0.0,32.561,-0.951,0.0,0.0,0.0,0.0
load_70341~P2,true,100.0,41.805,20.462,0.0,0.0,0.0,0.0,41.805,20.462,0.0,0.0,0.0,0.0
load_70343~NT,true,100.0,-3.2969999999999997,-0.9990000000000001,0.0,0.0,0.0,0.0,-3.2969999999999997,-0.9990000000000001,0.0,0.0,0.0,0.0
load_70343~P1,true,100.0,3.5220000000000002,-2.892,0.0,0.0,0.0,0.0,3.5220000000000002,-2.892,0.0,0.0,0.0,0.0
load_70345~P1,true,100.0,28.648,10.732,0.0,0.0,0.0,0.0,28.648,10.732,0.0,0.0,0.0,0.0
load_70346~P2,true,100.0,32.146,10.761,0.0,0.0,0.0,0.0,32.146,10.761,0.0,0.0,0.0,0.0
load_70355~P3,true,100.0,26.086,-1.6680000000000001,0.0,0.0,0.0,0.0,26.086,-1.6680000000000001,0.0,0.0,0.0,0.0
load_70356~IN,true,100.0,3.2,1.523,0.0,0.0,0.0,0.0,3.2,1.523,0.0,0.0,0.0,0.0
load_70357~IN,true,100.0,53.85300000000001,19.2,0.0,0.0,0.0,0.0,53.85300000000001,19.2,0.0,0.0,0.0,0.0
load_70360~P1,true,100.0,4.367,2.196,0.0,0.0,0.0,0.0,4.367,2.196,0.0,0.0,0.0,0.0
load_70360~P2,true,100.0,2.573,1.8689999999999998,0.0,0.0,0.0,0.0,2.573,1.8689999999999998,0.0,0.0,0.0,0.0
load_70362~P1,true,100.0,34.543,9.022,0.0,0.0,0.0,0.0,34.543,9.022,0.0,0.0,0.0,0.0
load_70362~P2,true,100.0,33.904,11.465,0.0,0.0,0.0,0.0,33.904,11.465,0.0,0.0,0.0,0.0
load_70363~GW,true,100.0,7.774,0.0,0.0,0.0,0.0,0.0,7.774,0.0,0.0,0.0,0.0,0.0
load_70365~P1,true,100.0,35.79,10.36,0.0,0.0,0.0,0.0,35.79,10.36,0.0,0.0,0.0,0.0
load_70365~P2,true,100.0,38.01,12.22,0.0,0.0,0.0,0.0,38.01,12.22,0.0,0.0,0.0,0.0
load_70366~WP,true,100.0,4.684,0.301,0.0,0.0,0.0,0.0,4.684,0.301,0.0,0.0,0.0,0.0
load_70367~P2,true,100.0,3.5159999999999996,1.514,0.0,0.0,0.0,0.0,3.5159999999999996,1.514,0.0,0.0,0.0,0.0
load_70367~P1,true,100.0,3.06,1.677,0.0,0.0,0.0,0.0,3.06,1.677,0.0,0.0,0.0,0.0
load_70368~P1,true,100.0,27.234,2.821,0.0,0.0,0.0,0.0,27.234,2.821,0.0,0.0,0.0,0.0
load_70368~P2,true,100.0,17.4,6.765000000000001,0.0,0.0,0.0,0.0,17.4,6.765000000000001,0.0,0.0,0.0,0.0
load_70369~P2,true,100.0,18.889,5.919,0.0,0.0,0.0,0.0,18.889,5.919,0.0,0.0,0.0,0.0
load_70369~P1,true,100.0,29.652999999999995,10.948,0.0,0.0,0.0,0.0,29.652999999999995,10.948,0.0,0.0,0.0,0.0
load_70370~WP,true,100.0,3.385,0.366,0.0,0.0,0.0,0.0,3.385,0.366,0.0,0.0,0.0,0.0
load_70373~TS,true,100.0,5.14,-1.27,0.0,0.0,0.0,0.0,5.14,-1.27,0.0,0.0,0.0,0.0
load_70377~P2,true,100.0,26.26,7.339000000000001,0.0,0.0,0.0,0.0,26.26,7.339000000000001,0.0,0.0,0.0,0.0
load_70377~IN,true,100.0,22.69,7.458000000000001,0.0,0.0,0.0,0.0,22.69,7.458000000000001,0.0,0.0,0.0,0.0
load_70377~P1,true,100.0,39.991,19.503,0.0,0.0,0.0,0.0,39.991,19.503,0.0,0.0,0.0,0.0
load_70377~P3,true,100.0,31.756,14.518,0.0,0.0,0.0,0.0,31.756,14.518,0.0,0.0,0.0,0.0
load_70378~WP,true,100.0,33.796,10.488,0.0,0.0,0.0,0.0,33.796,10.488,0.0,0.0,0.0,0.0
load_70379~P2,true,100.0,7.804,6.544999999999999,0.0,0.0,0.0,0.0,7.804,6.544999999999999,0.0,0.0,0.0,0.0
load_70381~IR,true,100.0,5.641,1.854,0.0,0.0,0.0,0.0,5.641,1.854,0.0,0.0,0.0,0.0
load_70381~NT,true,100.0,-2.3,0.956,0.0,0.0,0.0,0.0,-2.3,0.956,0.0,0.0,0.0,0.0
load_70382~P1,true,100.0,42.193,17.373,0.0,0.0,0.0,0.0,42.193,17.373,0.0,0.0,0.0,0.0
load_70382~P2,true,100.0,35.014,13.471,0.0,0.0,0.0,0.0,35.014,13.471,0.0,0.0,0.0,0.0
load_70383~TS,true,100.0,2.53,-0.83,0.0,0.0,0.0,0.0,2.53,-0.83,0.0,0.0,0.0,0.0
load_70384~P2,true,100.0,14.901,5.283,0.0,0.0,0.0,0.0,14.901,5.283,0.0,0.0,0.0,0.0
load_70384~P1,true,100.0,32.24,13.350000000000001,0.0,0.0,0.0,0.0,32.24,13.350000000000001,0.0,0.0,0.0,0.0
load_70385~NT,true,100.0,-15.0,-8.0,0.0,0.0,0.0,0.0,-15.0,-8.0,0.0,0.0,0.0,0.0
load_70385~P5,true,100.0,9.095,3.963,0.0,0.0,0.0,0.0,9.095,3.963,0.0,0.0,0.0,0.0
load_70390~WP,true,100.0,7.575,2.995,0.0,0.0,0.0,0.0,7.575,2.995,0.0,0.0,0.0,0.0
load_70391~TS,true,100.0,3.73,-1.23,0.0,0.0,0.0,0.0,3.73,-1.23,0.0,0.0,0.0,0.0
load_70391~WP,true,100.0,4.111,-2.499,0.0,0.0,0.0,0.0,4.111,-2.499,0.0,0.0,0.0,0.0
load_70392~P2,true,100.0,12.798000000000002,3.7699999999999996,0.0,0.0,0.0,0.0,12.798000000000002,3.7699999999999996,0.0,0.0,0.0,0.0
load_70392~P1,true,100.0,11.566,3.357,0.0,0.0,0.0,0.0,11.566,3.357,0.0,0.0,0.0,0.0
load_70394~TS,true,100.0,2.31,-0.22,0.0,0.0,0.0,0.0,2.31,-0.22,0.0,0.0,0.0,0.0
load_70397~P2,true,100.0,13.140000000000002,4.437,0.0,0.0,0.0,0.0,13.140000000000002,4.437,0.0,0.0,0.0,0.0
load_70398~P5,true,100.0,0.56,0.16,0.0,0.0,0.0,0.0,0.56,0.16,0.0,0.0,0.0,0.0
load_70400~P1,true,100.0,27.532,8.78,0.0,0.0,0.0,0.0,27.532,8.78,0.0,0.0,0.0,0.0
load_70400~IR,true,100.0,12.47,2.65,0.0,0.0,0.0,0.0,12.47,2.65,0.0,0.0,0.0,0.0
load_70401~P1,true,100.0,54.36099999999999,18.123,0.0,0.0,0.0,0.0,54.36099999999999,18.123,0.0,0.0,0.0,0.0
load_70402~P2,true,100.0,38.485,-0.63,0.0,0.0,0.0,0.0,38.485,-0.63,0.0,0.0,0.0,0.0
load_70404~AR,true,100.0,3.2400000000000007,0.8100000000000002,0.0,0.0,0.0,0.0,3.2400000000000007,0.8100000000000002,0.0,0.0,0.0,0.0
load_70405~WP,true,100.0,6.260000000000001,-2.319,0.0,0.0,0.0,0.0,6.260000000000001,-2.319,0.0,0.0,0.0,0.0
load_70411~TS,true,100.0,5.59,0.0,0.0,0.0,0.0,0.0,5.59,0.0,0.0,0.0,0.0,0.0
load_70412~TS,true,100.0,15.509999999999998,5.1,0.0,0.0,0.0,0.0,15.509999999999998,5.1,0.0,0.0,0.0,0.0
load_70413~TS,true,100.0,2.72,-0.03,0.0,0.0,0.0,0.0,2.72,-0.03,0.0,0.0,0.0,0.0
load_70414~TS,true,100.0,1.71,-0.42,0.0,0.0,0.0,0.0,1.71,-0.42,0.0,0.0,0.0,0.0
load_70415~WP,true,100.0,5.655,-1.614,0.0,0.0,0.0,0.0,5.655,-1.614,0.0,0.0,0.0,0.0
load_70416~IR,true,100.0,16.49,7.41,0.0,0.0,0.0,0.0,16.49,7.41,0.0,0.0,0.0,0.0
load_70417~P3,true,100.0,11.492,2.888,0.0,0.0,0.0,0.0,11.492,2.888,0.0,0.0,0.0,0.0
load_70417~NT,true,100.0,-2.299,-0.735,0.0,0.0,0.0,0.0,-2.299,-0.735,0.0,0.0,0.0,0.0
load_70418~NT,true,100.0,-1.899,0.259,0.0,0.0,0.0,0.0,-1.899,0.259,0.0,0.0,0.0,0.0
load_70418~P1,true,100.0,8.737,0.877,0.0,0.0,0.0,0.0,8.737,0.877,0.0,0.0,0.0,0.0
load_70419~IR,true,100.0,3.85,1.27,0.0,0.0,0.0,0.0,3.85,1.27,0.0,0.0,0.0,0.0
load_70422~WP,true,100.0,7.854,-1.745,0.0,0.0,0.0,0.0,7.854,-1.745,0.0,0.0,0.0,0.0
load_70423~P1,true,100.0,18.628,7.166,0.0,0.0,0.0,0.0,18.628,7.166,0.0,0.0,0.0,0.0
load_70425~TS,true,100.0,0.98,-0.04,0.0,0.0,0.0,0.0,0.98,-0.04,0.0,0.0,0.0,0.0
load_70428~P2,true,100.0,23.394,5.804,0.0,0.0,0.0,0.0,23.394,5.804,0.0,0.0,0.0,0.0
load_70428~P1,true,100.0,33.208,5.702,0.0,0.0,0.0,0.0,33.208,5.702,0.0,0.0,0.0,0.0
load_70429~IR,true,100.0,3.4939999999999998,1.148,0.0,0.0,0.0,0.0,3.4939999999999998,1.148,0.0,0.0,0.0,0.0
load_70432~P2,true,100.0,40.804,9.442,0.0,0.0,0.0,0.0,40.804,9.442,0.0,0.0,0.0,0.0
load_70432~P1,true,100.0,40.145,11.305,0.0,0.0,0.0,0.0,40.145,11.305,0.0,0.0,0.0,0.0
load_70434~TS,true,100.0,0.91,-0.25,0.0,0.0,0.0,0.0,0.91,-0.25,0.0,0.0,0.0,0.0
load_70436~GV,true,100.0,1.7310000000000003,0.44400000000000006,0.0,0.0,0.0,0.0,1.7310000000000003,0.44400000000000006,0.0,0.0,0.0,0.0
load_70438~P1,true,100.0,22.088,6.229,0.0,0.0,0.0,0.0,22.088,6.229,0.0,0.0,0.0,0.0
load_70438~P3,true,100.0,12.674,0.393,0.0,0.0,0.0,0.0,12.674,0.393,0.0,0.0,0.0,0.0
load_70441~P1,true,100.0,27.302,6.13,0.0,0.0,0.0,0.0,27.302,6.13,0.0,0.0,0.0,0.0
load_70441~P2,true,100.0,28.660000000000004,-0.35,0.0,0.0,0.0,0.0,28.660000000000004,-0.35,0.0,0.0,0.0,0.0
load_70441~P3,true,100.0,26.752,5.95,0.0,0.0,0.0,0.0,26.752,5.95,0.0,0.0,0.0,0.0
load_70449~WP,true,100.0,10.539,-4.15,0.0,0.0,0.0,0.0,10.539,-4.15,0.0,0.0,0.0,0.0
load_70450~P1,true,100.0,9.939,3.7379999999999995,0.0,0.0,0.0,0.0,9.939,3.7379999999999995,0.0,0.0,0.0,0.0
